text,key,ta_a1,ta_a2,ta_a3,ta_a4,ta_a5,ta_a6
<handle replaced>நாளைய தமிழகமே... ❤️,question_1,,,0.0,,,
<handle replaced>நிங்கள் செல்வது சரி தன் பொதுச் சொத்து,question_1,,,,,0.0,
<handle replaced>நிறைகுடம் தழும்பாது....  <handle replaced>அவர்களின் மவுனமே அவரது அடக்கத்திற்கும் அறிவுக்கும் சான்று... வீணான அவதூறு பரப்பி தங்கள் தரத்தை குறைக்க வேண்டாம் சகோதரியே... சூரியனை மறைக்க கைக்குட்டை தேட வேண்டாம்,question_1,,,,,0.0,
<handle replaced>நிறைய ஊழல் செய்து கல்லா கட்டினாலும் ஒரு ஆஸ்பத்திரி ஊழல் செய்தால் ஒன்பது தலைமுறை உட்கார்ந்து சாப்பிடலாம் என்பதை அறியாதவர் இல்லை லிப்ஸ்டிக் துரைமுருகன். புதுசா ஏதாவது உதட்டு சாயம் வாங்கி கொடுங்க அந்த கிழவனுக்கு,question_1,,,,0.0,,
<handle replaced>நிறைய நாட்டு கோழி பண்ணை காத்து வாங்குது,question_1,,,,0.0,,
<handle replaced>நிலத்தடி நீரை உறிய மட்டும் தெரிந்த எம் மக்களுக்கு அதை சேமிக்க ஒரு மழைநீர் சேகரிப்பு அமைத்திட மறந்தது ஏனோ???,question_1,,,,0.0,,
"<handle replaced>நீ  அதிகாரத்திற்கு வந்த பிறகு சமஸ்கிருத பாடால கொண்டு வா, தமிழை ஒழிச்சிடு, ஹிந்திய கொண்டு வா  அதோட எல்லா சூத்ரன்களையும் பிராமணனுக்கு சூத்து கழுவி விடுனும்னு கட்டாய ஆடர் போடு.  நீ இப்ப சங்கியாயிட்ட இதைத்தான் பண்ணுவ  எங்களுக்கு தெரியும்",question_1,,,,0.0,,
<handle replaced>நீ அங்க எவனை ஊம்பிட்டு இருக்க பொட்டை பாடு,question_1,,,1.0,,,
<handle replaced>நீ ஊம்பு,question_1,1.0,,,,,
<handle replaced>நீ ஊம்பு 🤣,question_1,,1.0,,,,
<handle replaced>நீ ஊம்புற ஊம்பு இன்னும் ரெண்டு நாள்ல தெரிஞ்சுரும் ~ <handle replaced>,question_1,,,1.0,,,
<handle replaced>நீ எடுத்து போடு 1 மேட்ச் அதும் 1 ரன்ல ஜெயிச்சிட்டு ஊம்பாதிகடானு பேசுவானுக   மும்பைட அப்படியே மாத்து ஊம்பு 1 மேட்ச் தோத்துட்டு கேவலமா இல்லையானு கேப்பானுக  பைனல் 1 ரன்னு நா போதும் அம்பையர் டா மனச புண்படுத்திடானு திரிவானுக எச்சைக,question_1,,,,0.0,,
<handle replaced>நீ எதுக்கு டிவிட்டர் வர எவ புண்டையாவது கிடைக்கும் நாக்க வச்சு லெஸ்பியன் செக்ஸ் பண்ணலாம்னா.அரிப்பு அதிகமா இருந்தா ங்கொம்மா புண்டைல நாக்க வச்சுக்க தேவிடடியா முண்ட,question_1,,,,,1.0,
<handle replaced>நீ எதுக்குடி சம்பந்தமில்லாம இங்க வாறே போய் வேற வேலையை பாருடி.யாருடி பெய்ட் பாட்.செருப்பு பிஞ்சுடும் பாத்துக்கோ.மூதேவி தலையும் புரியாம காலும் புரியாம வாயை கொடுக்கறது மூடிட்டு போடி.,question_1,,,0.0,,,
<handle replaced>நீ எத்தன பேருக்குடா பொறந்த தாயோளி ....தேவிடியா புண்ட மகனே..  மோடிக்கூதி ஊம்பி இந்தியா நக்குச்சு ... ங்கோத்தா சுண்ணி,question_1,1.0,,,,,
<handle replaced>நீ ஒரு அப்டேட் குடுத்தா இவனுங்க ஏன் சண்ட போட போறானுங்க லூசு புண்ட டேய்,question_1,0.0,,,,,
<handle replaced>நீ ஒரு ஆளு punda உன் படத்த வேற பாக்கணும் போடா ஒம்மாள ஓக்க,question_1,1.0,,,,,
<handle replaced>நீ குடிடா குருட்டு கூதி,question_1,,,1.0,,,
<handle replaced>நீ சூத்த மூடு உன் வீட்டு புள்ளைய இதுபோல் எவனாவது கெடுத்து கொன்றால் இதுமாதிரி தான் வியாக்கான புண்ட பேசிட்டு இருப்பயாடா தேவிடியா புண்ட,question_1,1.0,,,,,
<handle replaced>நீ சொல்ல வேண்டியது தானே அண்ணே இல்ல கடப்பாரைய புண்டை யில குத்தி கிழிடானு,question_1,,,1.0,,,
"<handle replaced>நீ தான் காயடிச்ச கல்யான் ஆச்சே,   இந்த பொம்பள பொருக்கி கிருஷ்ணகூட உனக்கு என்ன வேலை.  வாப்பா ...  வாய் போட்டுட்டு போ,",question_1,,,1.0,,,
<handle replaced>நீ தான் பொட்டை ஆச்சே ட... பூளு இருக்க,question_1,1.0,,,,,
<handle replaced>நீ பட்ற்ற வைத்த நெருப்பொன்று உன்னையே ஓக்க காத்து இருக்கும்  #Valimai,question_1,0.0,,,,,
<handle replaced>நீ பாத்தியா உணக்கு எல்லாமே லூசு போல,question_1,,,,,0.0,
<handle replaced>நீ பாவாடை காரனுக்கு சூத்து காட்டுறது,question_1,,,0.0,,,
"<handle replaced>நீ பாவாடைய தூக்கி, நக்க தூம வழியுமான்னு பாத்துகிட்டு கெடந்தியே அந்த எம்ஜார் கூத்தியா அகுஸ்ட் நடத்துன்ன டிவில  கூட எச்ச நக்கிய பத்தி அப்பிடித்தாண்டா சொல்லுறாங்க! உன்ன உட்டு கூதி அரிப்புல ஓடிப்போன உன் முன்னாள் பொண்டாட்டி கூட அதைத்தான் சொல்லுறா..நீ சங்கிக்கு நல்லா சூத்து குடு 🤭😆",question_1,,,,1.0,,
"<handle replaced>நீ பேசி மட்டும் கம்யூனிசம் விளங்கிடவாப் போகுது, நீ ஓர் ப்ராய்லர் கோழி நாளைக்கு எவன் தட்டுல பிரியாணியோ  உன் கட்சிக்காரன்  communism franchising பன்னிட்டிருக்கான், காசுக்கு தோசை, இன்னிக்கு திராவிட சொம்பு",question_1,,1.0,,,,
<handle replaced>நீ போய் போட்டோ எடுக்கனும்னா நீதான்டா செலவு பன்னி போய் பாக்கனும் புந்த..😂 அஜித்தாடா உனக்கு டிக்கெட் போட்டு உன்சொட்ட புண்டை போட்டோ எடுப்பானோ🤣,question_1,,,1.0,,,
<handle replaced>நீ மட்டும் கிடைச்ச உன்ன அனு அனு வா உன் முலை யா ரசிச்சு உன்ன அப்படியே குனிய விட்டு உன் முலை யா கசக்கி சப்பி காம்ப கடுச்சு உன்ன ஓவர் mood ஏத்தி உன் ஜட்டி யா விளக்கி என் விரல் விட்டு அப்படியே உன்ன சொர்க்கத்திற்கு கொண்டு போவேன். அப்பறம் உன்ன குனிய விட்டு உன் முலை யா கசக்கி ஓப்பேன்,question_1,,,,,1.0,
"<handle replaced>நீ மரத்த வெட்டிப்போட்டு வாங்கின இடஒதுக்கீட்ட பிச்சைனு சொல்றான்..  ""பிச்சை எடுக்கத்தான் இடஒதுக்கீட்ட வாங்கிக்கொடுத்தியா""னு ராமதாஸ்கிட்ட போயி கேளுடா மாங்கா மடையா..",question_1,0.0,0.0,,0.0,0.0,
<handle replaced>நீ மூடிட்டு போடா புண்ட,question_1,,,,,1.0,
<handle replaced>நீ மூடுறா தேவிடியா மவனே...  என் ரஜினி யாம்...தாயோளி...  அரசியலுக்காக நண்பனை கேவலமா பேசுன நாய்தான...  சத்தியமா சொல்றேன் உண்மையான ஒரு ரஜினி ரசிகன் ஓட்டு கூட உனக்கு கிடைக்காது..,question_1,1.0,0.0,,0.0,1.0,
<handle replaced>நீ யாருடா கிருக்கு புன்டா.. கேனப்புன்டா மாரி பேசுற... உனக்கு வேணும்னா ஈழதான் சுன்னிய புடிச்சு ஊம்பு.,question_1,1.0,,,,,
<handle replaced>நீ வாங்காத குத்தா? முலை குலுங்க குலுங்க ஓக்கணும் தாரா.,question_1,,1.0,,,,
<handle replaced>நீ விலகு நாயே நாட்டுக்கா நட்டம் நீ தடுப்பூசி அவதூறூ பேசின ஆனால் இன்று தடுப்பூசி போட சொல்றான் உன் சித்தப்பன் அவன் ஈமு கோழி வித்த கதை ஊருக்கே தெரியும் ஆமா அவன் யாரு உனக்கு,question_1,,0.0,,,,
<handle replaced>நீங்க  ஏன்  ஹிந்தி  தெரியாது  போடி ன்னு  டி சர்ட்  போடவில்லை.,question_1,,0.0,,,,
<handle replaced>நீங்க இவ்வளவு தத்தியா இருப்பிங்கனு நினைக்கல இதுல பெயர் fact checker வேற அந்த பெருக்கானா மரியாதையே போய்டுச்சு உங்களால என்ன செய்றாது திமுகவிற்கு சொம்பு தூக்குனால் முலை மாலிங்குடும்னு சொல்றாங்க அது உண்மை தான்..... 😂😂,question_1,,,1.0,,,
"<handle replaced>நீங்க எந்த அத்தையை சொல்றீங்கன்னு தெரியலை சகோ! என் கதையில வர்ற அத்தை ரொம்ப நல்லவங்க! நல்லா சமைப்பாங்க, அதுவும் பிரியாணின்னா ஊரே சப்புக்கொட்டி சாப்பிடும்! my #அத்தை for life",question_1,,,,,0.0,
<handle replaced>நீங்க கவனிச்சீங்கனா எல்லாமே ஆணுக்கு அடங்கிப் போற மாதிரி இருக்கு. அப்படி இல்லாம இரண்டுபேரும் சமமா ஒருத்தரை ஒருத்தர் நடத்தற மாதிரி இருந்தா நல்லா இருக்கும்.,question_1,,,,0.0,,
<handle replaced>நீங்க பெண் சேகுவாரா 🤗,question_1,,,,,0.0,
<handle replaced>நீங்க மற்றவர் ட்வீட்க்கு வருவதே அபூர்வம் அப்டியே வந்தாலும் தேடி தேடி குறைகளை கண்டு பிடித்து சொல்வதற்க்காக தான் இருக்கும்,question_1,0.0,,,0.0,0.0,0.0
"<handle replaced>நீங்க வேற, readyஅ வாய தொறந்துக்கிட்டு ஓடி வருவான் கருமம் புடிச்ச mental தாயோளி..",question_1,,,,0.0,,
<handle replaced>நீங்க வேற.. முட்டை  கருவாக மாறுவதற்கு முன் அது சைவமாம். கோழி குஞ்சாக உருவானால்தான் அது அசைவமாம். அதையும் உண்மை என்று கைதட்டுகிறார்கள் நம்மவாள்கள்.,question_1,,0.0,,,,
<handle replaced>நீங்களா பேசினீங்க மன்னிப்பு கேட்க... அடுத்த பெண்களுக்கு அநீதியை வலியுறுத்துபவர்களுக்கு மற்றவர்களிடம் நீதி கேட்க என்ன தகுதி இருக்கு??,question_1,0.0,,0.0,,0.0,0.0
<handle replaced>நீட் தேர்வில் நீட்டுனாங்களே அப்படியா டா முண்டகூதி  நீயும் அறிவாலயத்தில் தான் சூத்து கழுவுறியா டா கொத்தடிமை ஊம்பி நாயே,question_1,,,,,1.0,
<handle replaced>நீதி கிடைக்கும்,question_1,,,,,0.0,
<handle replaced>நீதிமன்றம் குடுக்கவில்லையடா கொரோனா குடுத்துள்ளது பொட்டை காடுகள் மன்டியிடாத வீரம் குன்டியில் சிரிப்பு வருதுடா. உனக்கு உ பியில் ரெடியாகுதுடா பொட்டை பயலே கொன்டு. போயி உன் கொட்டையை பிதுக்கி எடுக்க வில்லை யோகி அப்போது. உன் கதை புன்டையை பேசுடா...............,question_1,1.0,,1.0,,1.0,1.0
<handle replaced>நீயும் உன்அம்மாவும் பஸ் ஸ்டான்டில் சூத்தடி ஊம்படி வாங்கியதை அந்த.7பேர் பாத்துட்டாங்கன்னு உனக்கு ஆத்திரப்புன்டையாடா.உன்அம்மா கூதி அரிப்பை அடக்க நீயே  உன்அம்மாவை ஊம்படிப்பாயாமே.,question_1,,,,,1.0,
<handle replaced>நீயும் ஊம்பு,question_1,,1.0,,,,
<handle replaced>நீயும் தீவிரவாதி நாயா,question_1,,,,0.0,,
<handle replaced>நீயும் மடக்கி ஊம்பு,question_1,1.0,,,,,
<handle replaced>நீயும் வந்து ஊம்பு,question_1,,,,1.0,,
<handle replaced>நீயெல்லாம் திரும்ப எழுந்து வரவே கூடாது !! திரும்ப வந்து தன்னிய போட்டு இன்னும் எத்தன பேர சாவடிக்க போறியோ?,question_1,0.0,,,,,
<handle replaced>நீயே ங்கோத்தா இலங்கை கார சுண்ணி,question_1,,,,,1.0,
<handle replaced>நுரையீரல் சின்னதா போயிருக்கும் கல்லீரல் கல்லு மாதிரி ஆயிருக்கும் சீக்கிரம் டாக்டர் பாரு,question_1,,,,,0.0,
<handle replaced>நெடுமாறன் ஊம்பு வாரு 😂🔥 #DhanushEraBegins,question_1,,1.0,,,,
<handle replaced>நெற்றி குங்கும பொட்டை பார்த்து ரத்தமா என்று கேட்டவர்.,question_1,,,,0.0,,
<handle replaced>நெல்லை மண்டல ரஜினி மக்கள் மன்ற காவலர்கள் சார்பில் அனைவருக்கும் இனிய கிறிஸ்துமஸ் நல்வாழ்த்துக்கள் 🤘💟🙏,question_1,,,0.0,,,
<handle replaced>நேக்கு சுடாத மாங்கா தான் வேணும்,question_1,0.0,,,,,
<handle replaced>நேரடி தொடர்பில் இருந்த எச்சக்கலை சாட்டை துரை முருகன் அதிமுகவ எதிர்த்து ஒரு வீடியோ போட்டதுக்கே சம்மதம் இல்லனு அறிக்கை விட்டவன் தானே சாமான்,question_1,0.0,,,,,
<handle replaced>நேற்றைய மழையில் முளைத்த காளான் களுக்கு வரலாறு தெரியாது என்பதற்கான சான்று.  முட்டாள்  ஆட்டுக்குட்டியே...!!!! ஆட்டுக்குட்டி க்கு உள்ள மூளை கொண்டவனே....!!!! காங்கிரஸ் ஆட்சியில் ★ஜாஜிர் உசேன்★ காங்கிரஸ் ஆட்சியில் ★பக்ருத்தீன் அலி அஹமது★,question_1,,,0.0,,,
<handle replaced>நைஸ்சாக எஸ்கே ஜிப்பை திறக்கிறார் பிரகாஷ் கூதி,question_1,,,,0.0,,
<handle replaced>நொட்டுன நீ கூட இருந்தும் அத்தை ராசகுமாரி ஏன் ஊர் மேயுறா??? நீ எந்திரிக்காத பொண்டுகன் தான??? முதல்ல அத்தைய்ய ஓழு அப்புறமா அடுத்தவன் பொண்டாட்டிய ஓக்கலாம் டில்டோ சுன்னி உன் வேலை என்ன ஊம்புறது அதை மட்டுமே பண்றா....,question_1,,,,,1.0,
"<handle replaced>நோகாமல்  நொங்கு தின்ங்கிற புண்ட இருக்கியா இல்லை ரோசத்துல தூக்கு போட்டு செத்து போய்ட்டியா டா🙄 ""கண்டிப்பாக அதுக்கு வாய்ப்பில்லை ராஜா"" 😭😭 ஏனா.......  எங்க நீ வந்து கேளுடா அம்பி என் சுமபி வாடா பார்க்கலாம் 🤣🤣",question_1,0.0,0.0,,0.0,1.0,
<handle replaced>பங்கு அது மேல பாரு கோழி கழிஞ்சி வச்சிருக்கு அதையா சாப்ட்ட🤷‍♂🤷‍♂🤷‍♂🤦‍♂🤦‍♂🤦‍♂🤦‍♂,question_1,,0.0,,,,
<handle replaced>பங்குனி தாயோளி அப்டி தான் நக்குவான் சாட்டை போட்ட வீடியோ க்கு ஒன்னுமே சொல்லமாட்டான்,question_1,,,,,1.0,
<handle replaced>பசங்க 2 திரைவிமர்சனம் – பெற்றோர்கள் படம் பார்ப்பது குழந்தைகளுக்கு நல்லது.!  ,question_1,,0.0,,,,
"<handle replaced>பசி தான் அடுத்தவர் மீது கருணையை உருவாக்கும், உன்னமாரி தேவ்டியா பசங்கலுக்கு <handle replaced>சாதிவெரியும் ஏத்தும்  <handle replaced>",question_1,,,,,1.0,
<handle replaced>பச்சைமண்ணு வனயட்சியவே ப்ளாக் பண்ணிருக்கீங்க. ப்ச் சோகங்கள் தோழி. என்னையும் ப்ளாக் பண்ணிருங்க 🤧🚶🚶🚶,question_1,0.0,,,,,
<handle replaced>படிக்க கூடாதுனு யாருடா சொன்ன் லூசு கூதி...  தினிக்க கூடாது தான் சொன்னாங்க.. கத்துக்குறதும் கத்துக்காததும் அவங்க தனிபட்ட விருப்பம்..,question_1,,0.0,,,,
<handle replaced>படைத்தது ஆண்டவன் அழகு முலை,question_1,,,1.0,,,
"<handle replaced>படையினருக்குச் சவப் பெட்டி வாங்கினதில் ஊழலாம். ஒழுங்கான காலணி, சீருடை , உணவு இல்லையாம். தேசத்தின் பொதுச் சொத்து எல்லாம் தனியாருக்குப் போகுதாம். இதுகளைப் பற்றிப் பேசுங்க. அதுதான் தேசப் பற்று. அது இந்தி மொழியிலான ஒரு சொற்றொடரில் மட்டுமில்லை.",question_1,,,,0.0,,
<handle replaced>பட்டம் வாங்க நாக்கு தொங்க போட்டுட்டு திரிஞ்ச ஜந்து அசிங்கபட்டது. இதைவிட சிறைத்தண்டனை தேவலை ஆனாலும் சூடு சொறனை இல்லாமல் நடமாடும் தகரடப்பா,question_1,0.0,,,,,
"<handle replaced>பணம் கொடுத்து வாங்க வக்கில்லாம, கோழி கடையில் மீந்ததை பொறுக்கினு வந்திட்டு பேச்சை பாரு பேப்பயலுக்கு😂😂😂",question_1,,0.0,,,,
<handle replaced>பணம் புரளுரத பாத்தி யார் பேசுறான்னு பாரேன் கூலிக்கு வேலை பாக்குற திப்பிலி புண்ட நீ பேசுற  நீயே சம்பளத்துக்கு இங்க வந்து ஊம்பி விடுற நீ எல்லாம் இத பத்தி பேசலாமா. #Master,question_1,,1.0,,,,
<handle replaced>பண்ணாட உன் பேருக்கும் உனக்கும் என்ன சம்பந்தம்... தமிழ ஒரு தாயோளி காட்டுமிராண்டி நு சொல்றான் அவன ஊம்பாம இங்க வர்ற...,question_1,1.0,,,,,
<handle replaced>பண்ணி தாடா புண்ட,question_1,,,,0.0,,
<handle replaced>பதறாம‌ ஊம்பு  பல்லு படாம  ஊம்பு  பலபேருக்கு ஊம்பு பட்டபகல்ல ஊம்பு பச்சை தேவுடியாவே ஊம்பு பசை எடுத்து ஊம்பு பப்ளிசிட்டிக்காக ஊம்பு  பளபளனு ஊம்பு பன்னிகூதிமவளே ஊம்பு பஜாரியே ஊம்பு பசி தூக்கம் இல்லாம ஊம்பு பகிரங்கமா ஊம்பு பாய்ஞ்சு பாய்ஞ்சு ஊம்பு பாரபட்சம் இல்லாம ஊம்பு,question_1,,,,,1.0,
<handle replaced>பத்தாம் வகுப்பு ஃபெயிலாயிட்டியா 🤭🤭🤭...   ஜாதியை வச்சி நீ எழுது ஆனா அதுக்கு முன்னாடி முலை வரி எவ்ளோ கட்டினாங்கன்னு உங்க பாட்டியோட பாட்டி கிட்ட கேட்டு தெரிஞ்சிக்கோ சரியா..,question_1,,,,,0.0,
<handle replaced>பத்துடி முலை பிதிக்கி கிடைக்குது,question_1,0.0,,,,,
<handle replaced>பன்னி ஓத்து கிழிஞ்சு போன உங்க அம்மா புண்டை முதல் ல தைச்சிடு வந்து ஊம்பு பலபேர்க்கு பொறந்த தாயோளி,question_1,,,1.0,,,
<handle replaced>பன்னு புண்டை,question_1,,,,,1.0,
"<handle replaced>பன்றிக்கு பொறந்தவனே RTI copyய கொஞ்சம் காட்டு பார்ப்போம்..  இப்படி பொய் பரப்பி குவார்ட்டர் அடிப்பதற்க்கு பதில நீ நாலு பேர ஊம்பினாலே போதும்..  ஏண்டா எச்ச நாய்களா உங்களுக்கு இந்த மானங்கெட்ட பொழப்பு..  டேய், ங்கோத்தா பத்தினினா நீ RTI எழுதிய அந்த பதில காண்பிக்கனும்.",question_1,1.0,,,,,
<handle replaced>பப்பாளி முலை,question_1,,1.0,,,,
<handle replaced>பயங்கரவாதிகளை சாவடிப்பதில் தவறே இல்லடா போட்டோசாப் துலுக்க தாயோளி,question_1,,,,,1.0,
<handle replaced>பயப்பட வேண்டாம் 12 கோடி தமிழர்கள் உங்கள் பக்கம் இருக்கிறோம்,question_1,,0.0,,,,
<handle replaced>பயித்தியம் இது 2012 கலவரம்.,question_1,,,,0.0,,
<handle replaced>பரனி  கலம்பகம் உலா ஒன்றாகினும். ஈருகட்டை எதிர்மரை பெயரச்சம்  ஆவதுஅறிவிரா. நெல் ஆடிய நிலம்மெங்கே . <handle replaced> #remember?,question_1,,,,,0.0,
<handle replaced>பரம்பரை அடிமை புண்டையானு க்கு பதில் புண்டை மட்டும் இல்ல 😂😂 கிறுக்கு கூதி யாட்டம் ஒளரிக்கிட்டு இருக்கு 🤣,question_1,,,1.0,,,
<handle replaced>பரால்ல. அப்படி கும்பிடற நிலைமை வந்தா என் கடவுள் முருகர் தான்.. Not some Nepali God.,question_1,,0.0,0.0,0.0,0.0,
<handle replaced>பருகப்போதையூட்டும் மதுபானங்களுக்கிடையில்..🍷  பார்த்ததும் போதையைத் தூண்டும் மயக்க பானம்..  உன் விழிகள்! 👁👁  😍😍,question_1,0.0,,,,,
<handle replaced>பல குலத்துக்கு பொறந்த பள்ளி புண்ட இவன்😂,question_1,,,,,1.0,
<handle replaced>பல நாட்களுக்கு பிறகு உங்க 2 பேர்ட குரலில் சேர்ந்து ஒரு பாடல் அருமை,question_1,,0.0,,,,
<handle replaced>பல்லி என்ன திடீர்னு கோழி மாதிரி கூவுது,question_1,,,,,0.0,
<handle replaced>பழக்கம் னு நான் மட்டும் பாத்து பாத்து ஊம்பிட்டு போச்சு சம்மந்த புண்ட இல்லம கால வார்ர காஜி கூதியானுங்க அதிகமாகிட்டானுங்க மாமா ஐடிய ரிப்போர்ட் அடிச் தூக்குற அளவுக்கு 🤦,question_1,,0.0,,,,
<handle replaced>பழைய படங்களிள் அம்மா சாவித்திரியை பார்ப்பதுபோல் உணர்கிறேன். ………. ❤️❤️❤️😍😍😍,question_1,,0.0,,,,
"<handle replaced>பாடல் எழுத வாய்ப்பு வேண்டும் மேடம்,?",question_1,,,,0.0,,
<handle replaced>பாணு சூப்பரா தேவத மாதிரி இருக்கு OK முண்ணா டீ முக அழகு  முலை அழகு தொடை அழகு வயிறு தொப்புல் அழகெல்லாம் காமிக்க மாட்டியா,question_1,1.0,,,,,
<handle replaced>பாத்து DM la ஊம்பு டா பொட்ட 🔥,question_1,,,,,1.0,
<handle replaced>பாத்து வலிக்காத மாதிரி அடிக்கிறீங்களே ! ஏன் ஓனர் கோபப்படப்போறாரா ??? நீங்கி ஒரு பக்க சார்போடு பச்சோந்தித்தனமா பேசுறதே கேவலம்தான் மேடம்.,question_1,0.0,,,,,
<handle replaced>பாப்பர ஷூத்திரச்சி எதுக்கு பொங்குது. உனக்கு வேணா அவன் எப்படிபட்டவனா இருக்கலாம் ஆனா எங்களுக்கு அவன் எப்போதும் முட்டபோண்டா தான் #HBDஈழத்துரோகி67,question_1,0.0,,,,,
<handle replaced>பாப்பாக்கு வாழ்த்துக்கள் 💐,question_1,,,,,0.0,
<handle replaced>பாம்புக்கும் பிரிச்சு வெச்சிருக்கீங்களாடா?  சரி அப்படியே ஆடு கோழி பன்னி கொசு ஈ ன்னு எல்லாத்துக்கும் சாதி வரியா அட்டவணை போட்டு குடுத்தா தெரிஞ்சுக்குவோம்.😃,question_1,,,,0.0,,
<handle replaced>பாய் டிவிட்ல டைப் பண்ணிட்டு இருக்கும் போது ஆட்டை போடாதே பாரு அது பொட்டை ஆடு இல்லை கிடா போல அதான் கூண்டு குண்டு ஆயிட்டு இரண்டு குண்டும் மோதி வெடிச்சிர போகுது,question_1,0.0,,,,,
<handle replaced>பார்டா மராட்டிய சோட்டாபீம் வாரிசுகள்லாம் சாதிவெறி-கூதிவெறின்னு ஊம்பிக்கிட்டு சுத்துரத டேய் நிங்கலெல்ளாம் யாரு ஏதுக்கு ஊம்புவிங்கன்னு ஊலகத்துக்கே தெரியும் அப்படி ஓரமாகபோப் ஊம்பு. யார் தமிழன் என்பதை நிலகிழார்கள் முடிவுசெய்து கொள்வார்கள் வந்தேறி நாடோடிகள் அதுபற்றி கவளைபட வேண்டாம்.,question_1,,1.0,,0.0,1.0,1.0
<handle replaced>பார்த்துடி...காயு உதயநீதி உட்டுகிடாசற கல்லு..உன்...😄😄😄 மண்டையில செருகிடப்போகுது...,question_1,,,,,1.0,
<handle replaced>பாலியல் ஜல்சா கோத்தா பண்ணுவா அவ கிட்ட சொல்லு இத.. 😂🤣  இன்னும் எதாவது oomபனும்னா oomபிட்டு போ நாயே,question_1,,1.0,,,,
<handle replaced>பால் முலை,question_1,,,,1.0,,
<handle replaced>பாவம் அந்த கோழி,question_1,,0.0,,,,
<handle replaced>பாவம்டா பாத்து பக்குவமா பொருமையா செய்ங்க ஆமைகறியும் பன்றிகறியும் தின்ன உடம்பு சூ+அடி=சூத்தடி 😂😂😂,question_1,,,,,1.0,
"<handle replaced>பாவாடயா நீ, அப்ப நீ பொட்டை தான் டா பாடு.. வந்துட்ட சங்கி மங்கின்னு",question_1,,1.0,,,,
<handle replaced>பாவாடை கட்டி இருக்கும் அந்த இடம் கருப்பு உன்னை வைச்சு இருக்கும் நெஞ்சு குழி முலை காம்புகள் கருப்பு தான்,question_1,,,,,1.0,
<handle replaced>பிச்சையெடுத்து படிக்குற தேவடியா மவன் நீ நீயே பெருமையா பேசிட்டு திரியும்போது எங்களுக்கென்னடா ங்கொம்மாள போட்டு எங்கூட்டு கிடா ஓக்க,question_1,,,1.0,,,
<handle replaced>பிரபா. முலை. அலகு,question_1,,,1.0,,,
<handle replaced>பிரபாஸ் முஞ்சி புண்டைய பார்த்தா சிரிப்பு புண்ட த வருது..🤣🤣,question_1,,,1.0,,,
"<handle replaced>பிராத்தல் பண்ணிட்டு உள்ளே போன ஆட்டக்காரி A1 ஊழல் ராணி  கட்சி கூட கூட்டணி வச்சிருக்க புரோக்கர் பய சொல்றான்! டே தலைவர் ரயில் ஏறும்போது உங்க அப்பன் கொம்மாவை கூட ஏறி இருக்க மாட்டான், சந்தேகம் இருந்தா உங்க அம்மாவை போய் கேட்டு பாருடா சூத்திர எனும் தேவிடியா பயலே",question_1,,,,1.0,,
<handle replaced>பிராமணனை ஊம்பி சாவுங்கடா ஓசி சோத்துக்கு அறிவாலயத்துல ஊம்புற ஓசி சோறு கம்யூனிஸ்ட் தேவடியா பசங்களா...,question_1,,,1.0,,,
<handle replaced>பிறந்த நாள் வாழ்த்துக்கள் அழகி 😊🎊🎉❤️👸🏻,question_1,,,0.0,,,
<handle replaced>பிறந்த நாள் வாழ்த்துக்கள் சகோ,question_1,,0.0,,,,
<handle replaced>பிறந்தநாள் 28 வருஷம் CDP க்கு 10மில்லியன் டீவிட் போட வக்கு புண்ட இல்ல இதில்ல கூதி பேன்ஸ் இருக்கா.. கோத்தா டேய்,question_1,,,,0.0,,
<handle replaced>பிறந்தநாள் ரொம்ப முக்கியம்..,question_1,0.0,,,,,
<handle replaced>பிறந்தநாள் வாழ்த்துகள் மேடம்,question_1,,,,0.0,,
"<handle replaced>பிளீஸ் எதாச்சும் ஹின்ட் குடுங்க, யார பாத்து கல்லு விட்ரிங்கன்னு கண்டுபிடிக்க ஈசியா இருக்கும்.  இப்படிக்கு, எளிய ஃபாலோவெர்",question_1,,,,,0.0,
<handle replaced>பீடா கடையில் 420 மாவா ரொம்ப பேமஸ் அண்ட் பாஸ்ட் மூவிங் ஐட்டம்,question_1,,,,,0.0,
<handle replaced>பீவி கல்லு உட்ட கதையல்லாம் சொல்லுறாங்க போல,question_1,,,0.0,,,
<handle replaced>புணட. எனக்கு புடிச்ச கட்டை. நிறைய கை அடிச்சிருக்கேன் இந்த முண்டைக்கு. சாரி புண்டைக்கு.. கைக்கு அடக்கமான முலை. அழகான குண்டி. யப்பா. இந்த வயசுலயும் சாவடிக்கிறா தேவுடியா முண்ட,question_1,,,,1.0,,
<handle replaced>புண்ட ஓக்க வாங்க,question_1,,1.0,,,,
<handle replaced>புண்ட டேய் எந்நேரமும் பழைய கதையே பேசிட்டு திரியுறீங்க. வாத்தா இப்ப நீங்கதான்டா ஆளும் அரசு😬,question_1,,,,0.0,,
<handle replaced>புண்ட நீ ஊம்பனும்ன்னா போய் படம் எடுத்த வெற்றி மாறன ஊம்பு அவனை கேக்க வக்கு புண்ட இல்ல இங்க ஊம்ப வந்துட்டான் ஊம்பி.போடா பேப்புண்ட,question_1,,,1.0,,,
