text,key,hi_a1,hi_a2,hi_a3,hi_a4,hi_a5
"<handle replaced>तोहरे बिनु जलपान कवन , सब जलपानन कै रानी तू । शहरन से चलिव देहातन मा , फैलिव खुब चाय भवानी तू । जेहका परिकाऊ हू देवी,  तोहरे बिनु चैन न पावत है । तोहरे सवाद के खातिर तौ, नमकीनौ लै के खाइस हे ।। #चाय की महिमा ।।।",question_1,NL,,,0.0,
<handle replaced>थानाराम,question_1,0.0,,,,
"<handle replaced>थोडा सा प्यार से रहेंगे पती पत्नी रहोगे, नाही तो कुत्ता कुत्ती की जिंदगी हो जाती है, अपना जीवन साथी सोच समझ कर चूने.",question_1,0.0,,,,
"<handle replaced>दंगाई कंजर आतंकवादी - हर वह शख्स जो देश के खिलाफ बोले , देश तेरे टुकड़े होंगे बोलने वालों को समर्थन दे , भारत माता को गाली दे , अखंड भारत वाली भावना को ठेस पहुंचाए - देखते ही गोली मारो सालों को , पूरा देश यही चाहता है 🇮🇳",question_1,,,1.0,,
<handle replaced>दक्षिण अफ्रीकी भीमटे हमारे पासी समाज के महापुरुषों का मुश्कराकर मजाक उड़ाते हैं|और हमारे ही समाज के कुछ गद्दार दाँत निकाल कर उनका समर्थन करते हैं|ध्यान रखो ▪हम पासी है|▪ महार नही|,question_1,0.0,,,,
<handle replaced>दफ़ा हो 😈,question_1,0.0,,,,
<handle replaced>दरअसल जितने संविधान ऊंचे पद थे सब पर कांग्रेसी दलाल बैठे थे आज शाम की दलाली खत्म हो रही है इसीलिए अलग अलग रोल पर आ रहे हैं,question_1,0.0,,,,
<handle replaced>दरिद्रता की हद होती है गाली खाके भोजन करने वाले ब्राह्मण नही बल्कि मुग़लो के हरम की नाजायज औलाद है 😡😡😡😡😡,question_1,,0.0,,,
<handle replaced>दलाल,question_1,,,1.0,,
"<handle replaced>दलाल गिरते GDP पे चर्चा नहीं  डूबते अर्थव्यवस्था पर चर्चा नहीं  बढते बेरोजगारी पर चर्चा नहीं बैंको के NPAs पर चर्चा नहीं टूटते रूपये पर चर्चा नहीं  बंद होते उधोग धंधो पर चर्चा नही   पर मोदीजी ""परीक्षा पर चर्चा"" ऐसे कर रहे हैं मानो Civil service के टाॅपर हो जबकि डिग्री का पता नहीं",question_1,,,,,0.0
<handle replaced>दलाल चैनल है और मोदी की दलाली करने में मशगूल हैं,question_1,,,,0.0,
<handle replaced>दलाल शर्मा खुद सुन ले पहले,question_1,,,,,0.0
<handle replaced>दलाल है तू दलाल,question_1,,,1.0,,
<handle replaced>दलित विरोधी भाजपा योगी सरकार अजय सिंह बिष्ट जी आपने कहा था कि अपराधी तो उत्तर प्रदेश छोड़ चुके हैं हैं दिन पर दिन अपराध बढ़ रहा है! कांग्रेस का एक-एक कार्यकर्ता आपको 2022 में ईट का जवाब पत्थर से देगा,question_1,,,0.0,,
<handle replaced>दादा up में एक कहावत हैं कि धोबी का कुत्ता न घर और न घाट का,question_1,,,0.0,,
<handle replaced>दादी आप तो बेईमानी ना करो😂🙏,question_1,,,,0.0,
<handle replaced>दादी जी ऐसा कोई नियम होता है क्या की बंदूक किसी की तरफ नही किया करते।,question_1,,,,0.0,
"<handle replaced>दादी जी किसानों के प्रोटेस्ट में भिजवा दीजिए, गोबर बुद्धि देख कर है जल जाएंगे 😜😜  इन मूर्खो की नज़र किसानों के खाने, पीने कपड़ों पर लगीं हैं, लेकीन देश का फ़कीर लाखों का चस्मा करोड़ों के सूट पहनता हैं, उसकी कोई फ़िक्र नहीं😜",question_1,,,,0.0,
<handle replaced>दादी जी राम राम,question_1,,,0.0,,
<handle replaced>दादी प्रणाम 🙏❤️,question_1,,,,,0.0
<handle replaced>दादी फोटो खिंचवाने से पहले यह तो सोंचती कि गोबरधन भगवान सड़कों पर नहीं बनाये जाते,question_1,,1.0,,,
<handle replaced>दादीजी झुंझुनूं की है क्या ये फोटो??👍👍👍,question_1,,,,,0.0
"<handle replaced>दिपकजी, यहा की खान गैंग दोगली है, यह पैसा यहा से कमाते है और खर्चा पाकिस्तान पर करते है.",question_1,,,0.0,,
<handle replaced>दिमाग़ में जो फ़ेमिनिज़्म के कीड़े हे उन्हें साफ़ कर लो,question_1,1.0,,,,
<handle replaced>दिमागों में ।,question_1,,0.0,,,
<handle replaced>दिल्ली की जनता में तो रोहिंग्या मुसलमान है विरजी शचरियकाल आप को दिल्ली में चुनाव नजदीक से देखा जाए तो देश में चंडाल चौकड़ी भर-भरकर देश की जनता जनार्दन को धोखाधड़ी की गठरी बांध कुएं में धकेलने की कोशिश कर रहे हैं,question_1,,,,0.0,
<handle replaced>दिल्ली ६ एक ऐसा जगह है जहां किसी की नहीं चलती ना कोई चलाना चाहता है क्योंकि जो अपनी चलाएगा वो दुबारा नहीं आएगा। यहां की जनता को यही पसंद है यहां लोग पुराने पन की ओट में अपना काला पिला धंधा चलाने में मस्त‌ हैं मरता है मरे मजदूर हमें क्या वाली मानसिकता के साथ।,question_1,,,,,0.0
<handle replaced>दिव्या आंटी ये खुल नहीं रहा !,question_1,0.0,,,,
"<handle replaced>दीदी अपने <handle replaced>जीजाजी भी तो किसान है न, तो वो कब से किसानों के समर्थन में आमरण भूख हड़ताल शुरू कर रहे है जब तक वो आमरण अनशन शुरू नही करेंगे तब तक ये गूंगी बहरी सरकार कुछ नही करेगी  <handle replaced> <handle replaced> <handle replaced> <handle replaced>",question_1,,,,0.0,
"<handle replaced>दीदी कहीं ज्यादा ऊंचाई पर मत ले जाना, वहां जाने वाले लौट के नहीं आते।",question_1,0.0,,,,
<handle replaced>दीदी नमस्ते आपके किरदार हम को बहुत अच्छा लगता हैं ।,question_1,,,0.0,,
"<handle replaced>दीपक सर, हमे पता ही नही था हमारे देश में इतने हरामी और जाहिल किस्म के लोग भी रहते हैं वास्तव में इन हरामखोरो को लात मार कर देश भगाना चाहिए",question_1,,,,,0.0
<handle replaced>दीपावली की आप एवं आपके सम्पूर्ण परिवार को हार्दिक बधाई और शुभकामनाएं !! 🪔,question_1,0.0,,,,
"<handle replaced>दीपावली की बहुत बहुत शुभकामनाएँ । माँ लक्ष्मी , माँ सरस्वती और भगवान गणेश की कृपा  सदैव बनी रहे।",question_1,,,,,0.0
"<handle replaced>दीपावली के पावन पर्व की आपको एवं आपके पूरे परिवार को हार्दिक शुभकामनाएं। यह पर्व आप सभी के जीवन में उल्लास, उन्नति, सुख एवं समृद्धि में अभिवृद्धि करे, यही ईश्वर से कामना अति सुन्दर बहुत ही प्यारी जोडी है आप दोनों कि",question_1,,,,0.0,
<handle replaced>दुःख हुआ जानकर😩,question_1,,0.0,,,
<handle replaced>दुख इस बात का है कि संघी आतंकवादी नहीं है वरना तेरी जैसी रंडी जिंदा नहीं होती,question_1,,,,,1.0
<handle replaced>दुखद 😢,question_1,,,0.0,,
<handle replaced>दुख़द,question_1,,,0.0,,
"<handle replaced>दुनिया को पता है कि कुछ मामलों में हमारे कुछ लोग जो कि अपने को बहुत समझदार समझते है, दरसल निहायत जाहिल किस्म के है, उनका मानसिक स्तर इस तरह का है की हर विदेशी तौर तरीके, बाते और एजेंडा सही लगता है कोई गलती कोई खामी नही लगती।।",question_1,0.0,,,,
"<handle replaced>दुनिया मे रहने की सबसे अच्छी दो जगह है  एक किसी के दिल में दूसरी किसी की दुआओं में  दोस्तो,Instagram में आप मुझे follow करीये में आप को follow back दूंगा search करे mr_jay_yaduvanshi धन्यवाद🙏,🇮🇳जय हिन्द🇮🇳जय भारत🇮🇳",question_1,,,,,0.0
<handle replaced>दुनिया से छिप कर  इश्क़ न करो  ये दिल का फ़र्ज है  इसे दिल का मर्ज़ न करो  मोहब्बत की हैं  कोई पाप तो नही किया  इसे जिंदगी का कर्ज़ मानों  सीने का दर्द न करो  रूह को मिलती है शांति  जब किसी से इश्क़ होता है  मुक़मल न होगा इश्क़  अगर इसे अर्ज़ न करो ।.......अनुराग,question_1,,,,0.0,
<handle replaced>दुनियाँ का सबसे बड़ा कचरा ही आसमानी किताब है,question_1,,0.0,,,
<handle replaced>दुबारा अगर कुछ कहे to fir  करवाऊंगा तुम्हारे खिलाफ बत्तमीज कहींका नालायक,question_1,,,0.0,,
<handle replaced>दुम हिलाने से याद आया अमन पत्रकार (चाटुकार )कैसे हैं😂😂,question_1,,,0.0,,
<handle replaced>दुर्गा वैश्य की औलादें है यह सभी,question_1,,,,0.0,
<handle replaced>दुल्हन लगरही हो एक नम्बर 👌,question_1,0.0,,,,
<handle replaced>दुश्मनों से बात नहीं करते इतनी भी अक्ल नहीं है mc  जिस देश का नेता आतंकवादियों को पाल रहा हो उससे दुआ सलाम नहीं सीधा सीने में गोली उतारी जाती है। अबे उल्टे काले तवे जब देखो काव क़ाव करता रहता है। जलील आदमी।  Mc =Maha chutiya  बाकी समझने वाले ठीक ही समझे होंगे।😂😂,question_1,,,,0.0,
"<handle replaced>दूल्हा कौन है??? सैं,,,,,टा😄😄😄😄",question_1,,,,,0.0
<handle replaced>दूसरी बेगम,question_1,,,,,0.0
<handle replaced>दूसरो की मारते  समय आदमी ये भूल जाता है उसके पास भी गांड़ है,question_1,,,1.0,,
<handle replaced>देखना रंडी टीवी के कोठे पर आज जरूर चूड़ियां टूटेगी।,question_1,,,1.0,,
<handle replaced>देखना सब लोग मिलके कंही तुम्हें ही ना छंटनी कर दे नहीं तो धोबी का कुत्ता ना घर का ना घाट का..,question_1,,,,,1.0
<handle replaced>देखने लग रहा है कि टीवी सिरियल कुमकुम भाग्य में माहिरा के रोल मे हो,question_1,,,,0.0,
"<handle replaced>देखो में उस जगह जा रहा हूं वहा से तुम्हारे लिए चांद,, तारे भेजूंगा,, 😭😭R,I,P Sir",question_1,,,,,0.0
"<handle replaced>देवी जी, हड़ताल तो पहली बार तो नहीं रही है। आजादी के बाद से विभिन्न मुद्दों पर हड़ताल होती आ रही है। मौजूदा समय में और जगह-जगह पर हड़ताल हो रही होगी।‌कृपया अनावश्यक का माहौल ना बनाएं कि देश‌‌ में हाहाकार मचा है।",question_1,0.0,,,,
<handle replaced>देश की बहादुर बेटी मीताली को जन्मदिन की ढेरों शुभकामनाएं भगवान जी आपको खूब तरक्की दें  जय श्री राम,question_1,0.0,,,,
<handle replaced>देश की शान 💐👍,question_1,,,0.0,,
<handle replaced>देश चलाने के लिए तुम जेसो को जेल में डालना होगा।चीनी दलाल।,question_1,,,,0.0,
"<handle replaced>देश द्रोही नहीं हैं, ये लोग भटके हुए हैं प्रोपेगंडा में क्यों की हमारी जो राजनीतिक पार्टियां हैं,  आपसी द्वेष में इन शक्तियों को बढ़ावा दे दिए।  बाकी रहा सहा #godimedia और इनके भांड एंकर्स  ने पूरा करा दिया।",question_1,0.0,,,,
<handle replaced>देश ने पहली बार 70 सालों मे ऐसा मुख्यमंत्री देखा है वरना लोग काम वाली बाई का बेटा बनकर मुख्यमंत्री और प्रधानमंत्री तो बन जाते है मगर कुर्सी मिलने के बाद अपने आप को राजा मान लेते है।,question_1,,,,,0.0
<handle replaced>दो कौड़ी की नशेड़ी औरत है।,question_1,1.0,,,,
"<handle replaced>दो टंकी पर, सात डंडे के साथ नीचे।  जब बेटियों को परीक्षा की तैयारी करनी चाहिए, उन्हें सर्द रात खुले आसमान के नीचे निकालनी पड़ेगी। सरकार अगर कोई उम्मीद हो तो इन बेरोज़गारों की सुन लीजिए, बहुत दुआ देंगे। <handle replaced><handle replaced> #postpone1gradeexam #Postpone1stGradeE",question_1,0.0,,,,
<handle replaced>दोगली मीडिया कब बैन होगी,question_1,0.0,,,,
"<handle replaced>दोगली या दोगला टाइप की actor, actress, नेता, डायरेक्टर.. इस टाइप की लोगों को देश से कोई मतलब नहीं होता.... ये पोपुलर होने के लिए कुछ भी बकवास करते रहते... क्योकि इसे कोई पूछता नहीं है ना....",question_1,,,,,0.0
<handle replaced>दोगली विचार धारा वाले लोग है ये. उनसे क्या अपेक्षा.,question_1,,,,,0.0
<handle replaced>दोनों को एक साथ पॉटी आयी है क्या ? 😂,question_1,,,,,0.0
"<handle replaced>दोषी के लिए फाँसी की सजा भी आज छोटी है, जैसा कुकृत्य इस सूअर की औलाद ने किया है, इसके तो टुकड़े करके कुत्तों को खिलाया जाना चाहिए । पता नहीं क्या होगा मेरे देश का, इन राक्षसों के डर से तो बच्चियाँ जन्म लेने में काँपने लगेंगी",question_1,,,,0.0,
<handle replaced>धर्म के नाम पर ठगना और मुहँ से हगना...  कोई इनसे सीखे... इनसे... सीखे इनसे..,question_1,,,,0.0,
<handle replaced>धर्म को बचाना कब से गलत हो गया गधी? तू अब भी अनजान हैं reality में क्या हो रहा है।,question_1,1.0,,,,
"<handle replaced>धर्म पर लानत कहने वाले को सोचना चाहिए की, कौनसी कौम में आतंकवादी, नफरतवादी, पत्थरबाजी, पैदा होते है?",question_1,,,,0.0,
<handle replaced>धर्म बदल लो बाप ने दिल जीतने के लिए गोली चलाई आप धर्म बदल लो हलाला तो हो जाएगा,question_1,,,,,1.0
"<handle replaced>धर्म व्यंग का विषय ही नही है... और स्वंत्रता के नाम पर केवल एक ही धर्म पर टिप्पणी क्यों?? लोगो को बरगलाने का काम कितना बंद करिये,या फिर हिम्मत रखिये सारे धर्मो पर व्यंग करने के लिए। लेकिन यहाँ हर बार श्री राम को ही कटघरे में आना पड़ता है, ये गलत है👎",question_1,,,,0.0,
<handle replaced>धूप के आनंद😀👍🏻,question_1,,,0.0,,
<handle replaced>धोबी का कुत्ता ना घर का ना घाट का,question_1,,0.0,,,
<handle replaced>धोबी के गधे ना घर के ना घाट के। कमोबेश गधा प्रवृत्ति के लोग (आदरणीय आशुतोष जी) जो कि ना घर (AAP) के रहे और ना ही घाट (अन्य किसी राजनीतिक पार्टी) के वे अब मोदी को राजनीति का पाठ पढ़ाएंगे। क्यो रोज अपनी बेज्जती करवाते हो आपकी व्यक्तिगत महत्वाकांक्षा ने कहां लाकर के खड़ा कर दिया है?,question_1,,,,0.0,
<handle replaced>नंद के आनंद भयो जय कन्हैया लाल की...,question_1,,,,,0.0
"<handle replaced>नंदिता जी, मैंने बहुत से बच्चों को बॉलीवुड मूवीज को देखकर बिगड़ते देखा है। मेरे रिश्तेदारों के घरों में भी। कृपया करके बॉलीवुड मूवीज बंद करवा दीजिये। लोगों के घर बर्बाद हो रहे है। उनको बचाइए। परिवारों को बचाइए। बन्द करिये ये बॉलीवुड मूवीज़।",question_1,,,1.0,,
<handle replaced>नई ज़िम्मेदारी के लिए बधाई हो <handle replaced>जी,question_1,0.0,,,,
<handle replaced>नचार भी तो बुला रखी थी तुमने।  प्रोग्राम के लिए नचारें बुलानी पड़ रही हैं,question_1,,,,,0.0
"<handle replaced>नड्डा जी जहा जहा नाल ठोकी है उनकी अब तक कमर सीधी नही हुई  मेढ्की जी आपको नाल  ठुकवानी हो तो बताना  बैसे भी नड्डा जी पुछ रहे  कौन बकलौत है  मैने कहा ""आप ""द्वारा राशन कार्ड एक्सपर्ट है  जिसका कोई नही सहारा  भ्रस्ट कांग्रेस ही उसका सहारा",question_1,,1.0,,,
<handle replaced>नफरत,question_1,0.0,,,,
<handle replaced>नमन,question_1,0.0,,,,
<handle replaced>नमन...,question_1,,,0.0,,
<handle replaced>नमस्कार  दादी जी  आपने सही कहा है  हिन्दुस्तान जिन्दा बाद 🙏🙏🙏👍👍🌷🍁🌹🌺🌻🌼🍂🌽🌲⛳⛳⛳⛳⛳⛳⛳⛳⛳,question_1,,0.0,,,
"<handle replaced>नमस्कार नेहा जी ,मैं आपका फन तो बहुत पहले से हु ,लेकिन हाल में ही आपके शो इंडियन आइडल  देखा जिसमे अपने sunny Balmik और उनकी  माँ के लिए पैसे दिए ।।। अब वो लोग अच्छे से राह रहे है । आपका जितना सुक्रिया अदा किया जाए उतना कम है ।। Thank-you so much mam ....",question_1,,,,0.0,
<handle replaced>नमस्कार पुनम जी।,question_1,,0.0,1.0,,
<handle replaced>नमस्ते शिल्पा जी,question_1,,,0.0,,
<handle replaced>नमस्ते साक्षी दीदी,question_1,,,,0.0,
"<handle replaced>नया कानून कितनो के हित में, और कोई भी इनको आतंकवादी नही समझते, झूठ मत फैलावो",question_1,,,1.0,,
<handle replaced>नल्ली,question_1,,,0.5,,
"<handle replaced>नही भाई, उनके स्तर का दिमाग लाने के लिए लुल्ली कटवा कर दिन में पांच बार गांड़ उठानी पड़ती है।",question_1,,,,,1.0
"<handle replaced>नहीं नहीं सिर्फ काम वाली बाई नही, कुछ तेरे जैसी भड़वी भी होती है। तेरे बाप से लिया हुआ ज्ञान सब मर्दों पे apply मत करे लवड़ी",question_1,1.0,,,,
<handle replaced>नहीं रद्द किया तो देश जायगा भांड़ में,question_1,,,0.0,,
<handle replaced>ना तू ईसाई ना में ईसाई  तो किस बात की बधाई,question_1,,,0.0,,
"<handle replaced>ना ना दीदी, 2bhk वाले भी आते है इसमें",question_1,0.0,,,,
<handle replaced>ना ये गाँधी होता ना ये मुसल्ले होते  सारा कचरा 47 में साफ हो जाता,question_1,0.0,,,,
<handle replaced>नागरिकों की choice है हम कसाई के साथ रहेंगे । तो कैसे सुरक्षा देंगे ।,question_1,,,,,0.0
<handle replaced>नाच मेरी बुलबुल के पैसा मिलेगा,question_1,,1.0,,,
<handle replaced>नानी किसे याद आई,question_1,,,,0.0,
<handle replaced>नाम में ही इतनी खुबसुरती छिपी है,question_1,,0.0,,,
<handle replaced>नाम मोदी रखेंगे !,question_1,,,0.0,,
<handle replaced>नारी शक्ती को सलाम 🙏,question_1,,,,0.0,
<handle replaced>निशुल्क पुस्तक प्राप्त करने के लिए -  नाम :-  मोबाइल नबर :-  गाँव /शहर :- जिला :-  राज्य :-  पिन कोड :-  लिखकर कमेंट करें 🙏🙏,question_1,0.0,0.0,0.0,,0.0
"<handle replaced>नींद तो तुझे नहीं आनी चाहिए मोदी की चमची. दिन रात हिन्दू मुस्लिम,भारत पाकिस्तान करने से तुझे फुर्सत कहा मिलती है तुझे की तू महिला सुरक्षा पे डिबेट कर सके. असली क़ातिल तो तुझ जैसे दंगाई पत्रकार है.",question_1,,,1.0,,
<handle replaced>नीच मोटी औरत खाती भारत का और गाती अमेरिका का है। थू है तुझपे घटिया औरत। #IndiaRejectsCAA_NRC  #IndiaDoesNotSupportCAA  #IndiaAgainstCAA,question_1,1.0,,,,
"<handle replaced>नीचता की पराकाष्ठा है तेरा बयान जाहिल औरत ये बुद्धि तब कहां थी, जब तबरेज चोर मरा था। <handle replaced>",question_1,,,,,1.0
<handle replaced>नीता अम्बानी की बात छोड़ आंटी। तू यह बता कि कांग्रेस में अध्यक्ष का पद तेरे लिए गिरवी रखा गया है? पप्पू पागल की बहुत बड़ी हिमायती है ना तू?,question_1,1.0,,,,
"<handle replaced>नीम का पत्ता कड़वा ओर, <handle replaced>ऑफिशियल भड़वा...",question_1,,,,,0.0
"<handle replaced>नीम का पत्ता कड़वा है, <handle replaced>भड़वा है।",question_1,,,,,0.0
"<handle replaced>ने <handle replaced>से कहा: """" बेटे.! """"जब तुम पेट में थे ना??तो हम क्लास eight में थे..🙈🙊😜🙉😂",question_1,,,,0.0,
<handle replaced>ने अपने बॉयफ्रेंड #BrentGoble से की शादी. देखें ये ब्यूटीफुल पिक्चर्स.  ,question_1,,,1.0,,
<handle replaced>ने ट्रोलर्स को दिया करारा जवाब  ,question_1,0.0,,,,
<handle replaced>ने दोनों बेटों के साथ पोस्ट किया लवली फोटो   ,question_1,,,1.0,,
"<handle replaced>नेता जी भोसडीके आपकी वजह से कोरोना जा नही रहा इंडिया से, मान जाओ बे भोंसडीके!",question_1,,,,,0.0
<handle replaced>नौकरी तब करेंगे ना जब जिंदा रहेंगे क्योकि संक्रमण का रफ्तार बढ़ता ही जा रहा है।,question_1,,,,,0.0
<handle replaced>न्यूज़ भले ही फ़र्ज़ी देता था वो लेकिन.. बंदे ने चैट में एक-एक बात सच लिखी है...😂,question_1,,,,,0.0
<handle replaced>पंचर बनाने वाले जिहादी जब मूवी बनाएंगे तो हिन्दुविरोधी ही बनाएंगे ना।। जरूरत है इन सभी देशद्रोही जिहादि भांड का बहिष्कार की।। सारे बॉलीवुड के जिहादी भांड घोर हिन्दुविरोधी है और पाकिस्तान के पालतू है।। #BanTandavNow,question_1,,,,,1.0
<handle replaced>पंजाब में प्रदर्शन कर रहे किसान क्या हे रोहिणी जी?,question_1,,,,,0.0
<handle replaced>पट से निकाल भोसडीके,question_1,,,,,1.0
"<handle replaced>पटौदी , नवाब पर भी ज्ञान पेल देना । सच में यार हद है , पूरे संसार में अभी जीने की जद्दोजहद लगी पड़ी है और इस चूटिए को सिंधिया परिवार के सर नेम से समस्या है । गू खाता है कि अनाज ?",question_1,0.0,,,,
<handle replaced>पड़ोस वाली आंटी।।😆😆,question_1,,,1.0,,
<handle replaced>पढ़ कहा रही है इन सबको तो विद्रोह करना है ।। बस जलानी हैं ।। क्रान्ति boy को पीछे छुपाना हैं ।।,question_1,,,,,0.0
"<handle replaced>पढ़े लिखे गंवार हो आप। काश समझ पाते क्या है CAB। 1947 में जब आप लोगो को ही नागरिकता का हक मिला था तब तो नही आये रोते हुए की पारसी,हिंदू आदी को भी दो।अरब देश मारते है सीरिया को तब तो तुम्हे मतलब नही और यहाँ पाकिस्तान के मुसलमान मेरे भाई मेरे भाई रो रहे हो। देख ली तुम्हारी वफादारी",question_1,,,,0.0,
<handle replaced>पतंगों से दोस्ती छोड़ दी हमने ..? जब से धागे कातिल हो गए ...  #मकर_संक्रांति #HappyPongal,question_1,,,,0.0,
<handle replaced>पतंजलि के जूस। जैसे बालकृष्ण का रहे हों चूस।,question_1,,1.0,,,
<handle replaced>पतली गल्ली से निकल लो,question_1,,,0.0,,
<handle replaced>पति की सजा पत्नी को वाह जी वाह l यही तो ब्राह्मण उत्पीड़न है l,question_1,1.0,,,,
<handle replaced>पति देशभक्ति करता बीबी गद्दारों का साथ देती वाह... मतलब दोनो तरफ से बैलेंस बनाकर रहना है ताकि फंडिंग मे दिक्कत ना हो...,question_1,,,1.0,,
<handle replaced>पत्थरबाजी वाला वीडियो देखा क्यों नहीं या देखना नहीं चाहते क्योंकि वो मुस्लिम वोट बैंक है समाजवादी पार्टी का कब तक मौलाना बनोगे टीपू न्याय की बात करो मुस्लिमों का पिछवाड़ा न चाटो वोटो के लिए सच देखो सुनो,question_1,,0.0,,,
"<handle replaced>पत्नी का हत्यारा , चाटुकार",question_1,,,,,1.0
<handle replaced>पत्नी नाल गल्ल करण तों पहले हैलमेट ते बुलट प्रूफ जैकट पाणा जरूरी है ।,question_1,,,,0.0,
<handle replaced>पत्रकार  मादरजात बायो मे राहुल के टट्टे लिख जादा अच्छा लगेगा  खुल के खेल जैसे हम भक्त बने है वेसे क्या मादर जात पत्रकार के चोले मे छुपा हैं चमचे,question_1,,,1.0,,
"<handle replaced>पत्रकार हैं बे वो , दो टके के आईटी सेल के बने हुए विडियो कब तक शेयर करेंगे आप लोग अंटी",question_1,1.0,,,,
"<handle replaced>पत्रकारिता धर्म को तार-तार कर, सत्ता की दलाली करने वाले दलाल पत्रकार को देश कभी माफ नहीं करेगा",question_1,0.0,,,,
<handle replaced>पधारो म्हार राजस्थान...,question_1,,0.0,,,
"<handle replaced>पनोती जल्दी लगेगी,,,उध्दव जी",question_1,,,,,0.0
<handle replaced>पनौती ट्वीट नहीं किये थे?😱🤯😱,question_1,,,,0.0,
<handle replaced>पनौती साबित हुए,question_1,,,1.0,,
<handle replaced>पप्पू का चमचा या चमचों का पप्पू। पिंकी नदारद।,question_1,,,,0.0,
<handle replaced>पप्पू की लुल्ली चूसने वाली है तू।,question_1,,,1.0,,
<handle replaced>पप्पू के सरनेम की बात कर रही है आंटी,question_1,1.0,,,,
<handle replaced>पप्पू नाम का सेंता आयेगा और एक मशीन रखकर जाएगा आलू तैयार रखना.,question_1,,,0.0,,
<handle replaced>पप्पू भाई वो सडैली टट्टी है जिसमे कीडे पड गए हैं पर चमचे उसे भी चाट चाट कर हलवा बता रहे है,question_1,,,1.0,,
<handle replaced>पर उपदेश कुशल बहुतेरे। हम अपने अंदर झांके व्यर्थ ही व्यर्थ दिखेगा।,question_1,,,0.0,,
"<handle replaced>पर मोदी जी तो सच मे गरीब मां बाप के घर पैदा हुये थे, किसी की गरीबी का मज़ाक क्यों उड़ा रही हो ?",question_1,0.0,,,,
<handle replaced>पर ये अपने पापा की बनियान क्यों पहन ली है  😆😀😂,question_1,,,,,0.0
"<handle replaced>पर सवाल: चूंकि पाकिस्तान की स्थापना इस्लाम के आधार पर हुई थी, फिरभी पाकिस्तान में शरिया कानून लागू क्यों नहीं किया गया?  ",question_1,,,0.0,,
<handle replaced>परिस्थिति पलट के देखें ....राकेश टिकैत जेल में होते मोलेस्टर के टैग के साथ,question_1,,,,0.0,
<handle replaced>परी परी और परी👸👸👸,question_1,,,,,0.0
<handle replaced>पर्णीति ताई bollywood में साले सभी गधे भरे पड़े हैं क्या।। किसी को prathviraj चव्हान का पता नहीं तो किसी को रामायण जी की नॉलेज नहीं।। आखिर बता दो कोनसे यूनिवर्सिटी के gardan की घास खाई है,question_1,,,,,0.0
<handle replaced>पर्वत क्या मेरे आगे  मैं चांद को लांघ भी सकती हूँ  घर भी चलाया है मैंने  मैं देश भी चला सकती हूँ फसल उगाई इन हाथों ने  सरहद पे भी लड़ सकती हूँ   #लड़की_हूँ_लड़_सकती_हूँ,question_1,,,,0.0,
"<handle replaced>पलटवार जल्दी करो, अन्यथा वो तो जिहादी है वो अपना युद्ध कर रहे है।",question_1,,,1.0,,
<handle replaced>पवित्र मंगलसूत्र पतिवर्ता माताओं बहनों के लिए होता है अगर कोई कुलटा पहनेगी तो उसे जंजीर ही लगेगी,question_1,1.0,,,,
"<handle replaced>पसंद अपनी अपनी, सूअर कीचड़ में ही लोटेगा",question_1,,,,0.0,
<handle replaced>पसंद तो बहुत है लेकिन आपके गांव आने तक खत्म ना हो जाए,question_1,,,,,0.0
<handle replaced>पहले अपने बाप कंजर वाल से इस्तीफा मांग,question_1,,,,,0.0
<handle replaced>पहले आप बताएं कि आपने उनकी कितनी मदद की है। मुझे लगता है कि आप जैसे वामपंथी लोग ही उनकी मदद करेंगे। किसी भी राष्ट्रवादियों से उम्मीद मत करो। जय श्री राम,question_1,,,,0.0,
<handle replaced>पहले ख़ुद के लिए एक ढंग का चश्मा तो ले लीजिए 😂,question_1,,,,0.0,
"<handle replaced>पहले घर संभालिए श्रीमान।  बिहार क्या संभालेंगे।  आप #Sickular नेता है।  बस पिताजी का रोपा खा रहें हैं।  #कुशेश्वर को जंगल राज नही चाहिए।  हमलोग विकास के मायने पर वोट करेंगे, आपके जातीय समीकरण से नहीं।",question_1,,,,,0.0
<handle replaced>पहले डाकटर के साथ बात करना सीख  बाद में ज्ञान पैल,question_1,,,,,0.0
<handle replaced>पहले तो अपनी फोटो हटा के भगवान राम की फोटो लगाओ । इतनी ऊंची पदवी और तुच्छ संस्कार,question_1,,,,,1.0
<handle replaced>पहले तो आप अपनी भाषा सुधारिये  बहुमूल्य मूत देने जाएंगे  ये क्या होता हैं  कृपया बताये,question_1,,0.0,,,
<handle replaced>पहले ये बहुत गोरा था लेकिन एक दिन ये युगांडा के जंगलों में घूमने गया तो वहां  इसे एक काले हब्शी से प्यार हो गया और उस काले हब्शी ने इसका मुंह काला कर दिया😂😂,question_1,0.0,,,,
"<handle replaced>पाकिस्तान नही जाने के नाम पर प्रदर्शन करने वाले , भला पाकिस्तान जिन्दाबाद के नारे क्यों लगाऐंगे ? इतने नादान तो आप भी नहीं हैं SP साहब , कोई और इल्जाम ढूंढिए  #shmae",question_1,0.0,,,,
<handle replaced>पाकिस्तान में तुम्हारे जिहादी ब्रदर्स ने एक और हिन्दु मंदिर में आग लगा दी है । एक आध ट्वीट तो बनता है बीबी ?,question_1,1.0,,,,
